nearc2,nearc4,educ,age,fatheduc,motheduc,weight,momdad14,sinmom14,step14,reg661,reg662,reg663,reg664,reg665,reg666,reg667,reg668,reg669,south66,black,smsa,south,smsa66,wage,enroll,KWW,IQ,married,libcrd14,exper,lwage,expersq,exp_bin
1,1,14,33,14.0,10.0,358351,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,1055,0,35.0,98.0,1.0,1.0,13,6.961296081542969,169,"(11.5, 17.25]"
1,1,16,31,14.0,12.0,484311,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,676,0,44.0,110.0,6.0,1.0,9,6.51619291305542,81,"(5.75, 11.5]"
1,1,12,28,,,370732,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,691,0,41.0,124.0,6.0,1.0,10,6.538139820098877,100,"(5.75, 11.5]"
1,1,17,30,14.0,12.0,484311,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,962,1,41.0,118.0,1.0,1.0,7,6.869014263153076,49,"(5.75, 11.5]"
1,1,13,28,14.0,12.0,370732,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,400,0,32.0,90.0,5.0,1.0,9,5.991464614868164,81,"(5.75, 11.5]"
1,1,16,27,14.0,12.0,370732,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,673,0,38.0,108.0,1.0,1.0,5,6.511745452880859,25,"(-0.023, 5.75]"
1,1,18,34,10.0,11.0,141996,1,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,1,1442,0,42.0,112.0,1.0,1.0,10,7.273786544799805,100,"(5.75, 11.5]"
1,1,18,32,16.0,10.0,358351,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,529,0,38.0,100.0,1.0,1.0,8,6.270988464355469,64,"(5.75, 11.5]"
1,1,14,27,9.0,11.0,99110,1,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,1,700,0,21.0,84.0,1.0,1.0,7,6.551080226898193,49,"(5.75, 11.5]"
1,1,8,34,,4.0,141996,0,0,1,0,0,1,0,0,0,0,0,0,0,1,1,0,1,675,0,36.0,,1.0,0.0,20,6.514712810516357,400,"(17.25, 23.0]"
1,1,18,25,8.0,10.0,360396,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,494,0,34.0,97.0,1.0,1.0,1,6.202535629272461,1,"(-0.023, 5.75]"
1,1,12,24,12.0,8.0,360396,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,500,0,26.0,113.0,1.0,1.0,6,6.214608192443848,36,"(5.75, 11.5]"
1,1,16,24,,,96681,1,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,1,450,0,27.0,,6.0,0.0,2,6.10924768447876,4,"(-0.023, 5.75]"
1,1,13,25,,8.0,96681,0,1,0,0,0,1,0,0,0,0,0,0,0,1,1,0,1,601,0,27.0,,6.0,1.0,6,6.398594856262207,36,"(5.75, 11.5]"
1,1,13,28,9.0,12.0,99110,1,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,1,717,1,37.0,105.0,6.0,1.0,9,6.575075626373291,81,"(5.75, 11.5]"
1,1,12,29,9.0,10.0,150105,1,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,1,575,0,28.0,88.0,5.0,1.0,11,6.3543701171875,121,"(5.75, 11.5]"
1,1,12,25,9.0,10.0,96681,1,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,1,350,0,33.0,74.0,1.0,1.0,7,5.857933044433594,49,"(5.75, 11.5]"
1,1,12,24,9.0,10.0,96681,1,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,1,350,0,31.0,,6.0,0.0,6,5.857933044433594,36,"(5.75, 11.5]"
0,1,16,29,12.0,12.0,484311,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,643,0,46.0,115.0,1.0,1.0,7,6.466144561767578,49,"(5.75, 11.5]"
0,1,15,24,10.0,12.0,360396,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,675,0,30.0,,1.0,1.0,3,6.514712810516357,9,"(-0.023, 5.75]"
0,1,15,28,12.0,12.0,370732,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,679,0,34.0,91.0,1.0,1.0,7,6.520621299743652,49,"(5.75, 11.5]"
0,1,12,27,12.0,9.0,370732,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,534,0,34.0,103.0,4.0,1.0,9,6.280395984649658,81,"(5.75, 11.5]"
0,1,16,31,12.0,10.0,484311,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,524,0,46.0,102.0,1.0,1.0,9,6.261491775512695,81,"(5.75, 11.5]"
0,1,16,28,10.0,10.0,370732,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,667,0,38.0,98.0,6.0,1.0,6,6.502789974212647,36,"(5.75, 11.5]"
0,1,14,26,12.0,,370732,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,370,0,35.0,,1.0,1.0,6,5.913503170013428,36,"(5.75, 11.5]"
0,1,15,26,12.0,12.0,370732,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,658,0,47.0,,6.0,1.0,5,6.48920488357544,25,"(-0.023, 5.75]"
0,1,12,34,,,141996,1,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,1,700,0,39.0,,,0.0,16,6.551080226898193,256,"(11.5, 17.25]"
0,1,18,27,9.0,12.0,370732,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,311,0,33.0,82.0,6.0,1.0,3,5.739792823791504,9,"(-0.023, 5.75]"
0,1,9,33,,9.0,358351,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,841,0,44.0,,1.0,1.0,18,6.734591484069824,324,"(17.25, 23.0]"
0,1,14,31,10.0,12.0,484311,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,660,0,47.0,112.0,1.0,1.0,11,6.492239952087402,121,"(5.75, 11.5]"
0,1,16,31,8.0,9.0,484311,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,692,0,41.0,108.0,1.0,1.0,9,6.539586067199707,81,"(5.75, 11.5]"
0,1,15,28,,7.0,370732,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,577,0,37.0,90.0,1.0,1.0,7,6.357842445373535,49,"(5.75, 11.5]"
0,1,17,26,9.0,12.0,370732,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,705,0,32.0,,6.0,1.0,3,6.558197975158691,9,"(-0.023, 5.75]"
0,1,16,27,5.0,8.0,370732,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,1,292,0,38.0,111.0,1.0,1.0,5,5.676753997802734,25,"(-0.023, 5.75]"
0,1,13,26,8.0,11.0,370732,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,750,0,24.0,96.0,1.0,1.0,7,6.620073318481445,49,"(5.75, 11.5]"
0,1,16,34,12.0,12.0,358351,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,1442,0,48.0,,1.0,0.0,12,7.273786544799805,144,"(11.5, 17.25]"
0,1,16,33,16.0,16.0,358351,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,1202,0,48.0,127.0,1.0,1.0,11,7.091742038726807,121,"(5.75, 11.5]"
0,1,15,33,,8.0,358351,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,1,1603,0,47.0,97.0,1.0,1.0,12,7.379631996154785,144,"(11.5, 17.25]"
0,1,14,32,,12.0,358351,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,1,769,0,50.0,120.0,4.0,1.0,12,6.6450910568237305,144,"(11.5, 17.25]"
0,1,16,31,14.0,16.0,484311,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,513,0,41.0,101.0,6.0,1.0,9,6.240275859832764,81,"(5.75, 11.5]"
0,1,12,31,,8.0,484311,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,805,0,38.0,100.0,1.0,0.0,13,6.690842151641846,169,"(11.5, 17.25]"
0,1,17,34,8.0,8.0,358351,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,962,1,44.0,99.0,1.0,1.0,11,6.869014263153076,121,"(5.75, 11.5]"
0,1,12,25,16.0,16.0,360396,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,675,0,,104.0,1.0,1.0,7,6.514712810516357,49,"(5.75, 11.5]"
0,1,13,24,8.0,8.0,360396,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,398,0,,116.0,1.0,1.0,5,5.986452102661133,25,"(-0.023, 5.75]"
0,1,14,33,12.0,12.0,358351,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,855,0,40.0,120.0,1.0,1.0,13,6.751101493835449,169,"(11.5, 17.25]"
0,1,11,25,,9.0,96681,0,1,0,0,0,1,0,0,0,0,0,0,0,1,1,0,1,693,0,27.0,95.0,1.0,0.0,8,6.541029930114746,64,"(5.75, 11.5]"
0,1,11,24,8.0,9.0,114259,1,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,1,641,0,27.0,,5.0,0.0,7,6.463029384613037,49,"(5.75, 11.5]"
0,1,13,27,10.0,8.0,99110,1,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,1,345,0,34.0,99.0,1.0,0.0,8,5.843544483184815,64,"(5.75, 11.5]"
0,1,12,27,,,99110,1,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,1,561,0,24.0,68.0,5.0,1.0,9,6.329720973968506,81,"(5.75, 11.5]"
0,1,12,24,9.0,11.0,96681,1,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,1,684,0,21.0,,1.0,1.0,6,6.527957916259766,36,"(5.75, 11.5]"
0,1,16,29,16.0,16.0,484311,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,1,469,0,49.0,122.0,1.0,1.0,7,6.1506028175354,49,"(5.75, 11.5]"
0,1,16,26,12.0,12.0,370732,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,1,300,0,37.0,106.0,6.0,1.0,4,5.703782558441162,16,"(-0.023, 5.75]"
0,1,18,25,12.0,9.0,360396,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,673,0,37.0,101.0,1.0,1.0,1,6.511745452880859,1,"(-0.023, 5.75]"
0,1,16,24,12.0,9.0,360396,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,385,0,29.0,,6.0,1.0,2,5.953243255615234,4,"(-0.023, 5.75]"
0,1,16,33,8.0,6.0,358351,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,808,0,45.0,104.0,1.0,1.0,11,6.694561958312988,121,"(5.75, 11.5]"
0,1,17,24,12.0,12.0,360396,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,548,1,40.0,,6.0,1.0,1,6.306275367736816,1,"(-0.023, 5.75]"
0,1,16,26,12.0,12.0,370732,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,500,0,38.0,,6.0,1.0,4,6.214608192443848,16,"(-0.023, 5.75]"
0,1,13,29,11.0,12.0,468402,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,727,1,38.0,99.0,1.0,1.0,10,6.588926315307617,100,"(5.75, 11.5]"
0,1,16,28,11.0,12.0,358554,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,524,0,29.0,,1.0,1.0,6,6.261491775512695,36,"(5.75, 11.5]"
0,1,15,24,2.0,8.0,96681,1,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,1,450,0,36.0,,6.0,1.0,3,6.10924768447876,9,"(-0.023, 5.75]"
0,1,12,28,6.0,8.0,99110,1,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,1,755,0,34.0,,1.0,0.0,10,6.626717567443848,100,"(5.75, 11.5]"
0,1,12,24,11.0,,96681,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,1,640,0,37.0,,1.0,0.0,6,6.46146821975708,36,"(5.75, 11.5]"
0,1,12,24,10.0,12.0,96681,1,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,1,313,0,30.0,,1.0,1.0,6,5.746203422546387,36,"(5.75, 11.5]"
0,1,12,29,12.0,12.0,484311,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,1425,0,37.0,101.0,1.0,0.0,11,7.261927127838135,121,"(5.75, 11.5]"
0,1,12,28,11.0,5.0,411924,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,761,0,23.0,110.0,6.0,1.0,10,6.634633541107178,100,"(5.75, 11.5]"
0,1,12,26,11.0,5.0,411924,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,600,0,35.0,94.0,1.0,1.0,8,6.396929740905762,64,"(5.75, 11.5]"
0,1,16,32,12.0,15.0,398168,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,1111,0,42.0,111.0,1.0,1.0,10,7.0130157470703125,100,"(5.75, 11.5]"
0,1,16,33,13.0,17.0,398168,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,763,0,50.0,120.0,1.0,1.0,11,6.637258052825928,121,"(5.75, 11.5]"
0,1,12,32,8.0,8.0,358351,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,650,0,45.0,108.0,1.0,1.0,14,6.476972579956055,196,"(11.5, 17.25]"
0,1,14,27,16.0,16.0,370732,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,1155,0,39.0,111.0,1.0,1.0,7,7.051855564117432,49,"(5.75, 11.5]"
0,1,12,24,9.0,12.0,360396,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,600,0,25.0,,1.0,1.0,6,6.396929740905762,36,"(5.75, 11.5]"
0,1,12,29,11.0,11.0,468402,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,555,0,31.0,103.0,1.0,0.0,11,6.318968296051025,121,"(5.75, 11.5]"
0,1,11,28,11.0,11.0,358554,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,543,1,25.0,,1.0,0.0,11,6.297109127044678,121,"(5.75, 11.5]"
0,1,11,25,11.0,11.0,348558,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,550,1,31.0,,1.0,0.0,8,6.309918403625488,64,"(5.75, 11.5]"
0,1,11,31,,,520447,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,800,0,39.0,97.0,1.0,0.0,14,6.684611797332764,196,"(11.5, 17.25]"
0,1,11,26,10.0,11.0,358554,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,1000,0,26.0,97.0,1.0,0.0,9,6.907755374908447,81,"(5.75, 11.5]"
0,1,12,31,13.0,11.0,468402,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,864,0,36.0,106.0,1.0,0.0,13,6.76157283782959,169,"(11.5, 17.25]"
0,1,13,32,,6.0,346581,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,1,613,0,43.0,109.0,1.0,1.0,13,6.418365001678467,169,"(11.5, 17.25]"
0,1,16,24,12.0,12.0,348558,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,519,0,27.0,,1.0,1.0,2,6.251904010772705,4,"(-0.023, 5.75]"
0,1,13,30,,,150105,1,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,1,707,0,45.0,96.0,1.0,1.0,11,6.561030864715576,121,"(5.75, 11.5]"
0,1,13,26,10.0,10.0,99110,1,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,1,818,1,26.0,79.0,1.0,1.0,7,6.706862449645996,49,"(5.75, 11.5]"
0,1,10,25,10.0,12.0,96681,1,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,1,300,0,31.0,62.0,6.0,1.0,9,5.703782558441162,81,"(5.75, 11.5]"
1,1,16,30,9.0,9.0,484311,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,702,1,47.0,110.0,1.0,1.0,8,6.553933620452881,64,"(5.75, 11.5]"
1,1,16,34,,12.0,358351,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,1322,0,47.0,117.0,1.0,1.0,12,7.186901092529297,144,"(11.5, 17.25]"
1,1,12,27,,12.0,99110,0,1,0,0,0,1,0,0,0,0,0,0,0,1,1,0,1,380,1,25.0,72.0,1.0,0.0,9,5.940171241760254,81,"(5.75, 11.5]"
1,1,11,26,,,99110,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,1,400,0,30.0,83.0,6.0,1.0,9,5.991464614868164,81,"(5.75, 11.5]"
1,1,11,25,,,96681,0,1,0,0,0,1,0,0,0,0,0,0,0,1,1,0,1,498,0,22.0,99.0,1.0,1.0,8,6.210599899291992,64,"(5.75, 11.5]"
1,1,10,33,,11.0,167813,0,1,0,0,0,1,0,0,0,0,0,0,0,1,1,0,1,663,0,18.0,72.0,1.0,1.0,17,6.496775150299072,289,"(11.5, 17.25]"
1,1,10,33,8.0,11.0,141996,1,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,1,600,0,29.0,88.0,5.0,0.0,17,6.396929740905762,289,"(11.5, 17.25]"
1,1,18,32,16.0,12.0,358351,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1034,0,48.0,123.0,1.0,1.0,8,6.941190242767334,64,"(5.75, 11.5]"
1,1,14,25,12.0,12.0,360396,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,1079,0,23.0,91.0,6.0,1.0,5,6.983789920806885,25,"(-0.023, 5.75]"
1,1,18,24,12.0,12.0,360396,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,1,400,0,31.0,98.0,6.0,1.0,0,5.991464614868164,0,"(-0.023, 5.75]"
1,1,16,33,13.0,12.0,358351,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,641,0,37.0,119.0,6.0,0.0,11,6.463029384613037,121,"(5.75, 11.5]"
1,1,12,32,,8.0,358351,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,1,620,0,33.0,87.0,1.0,0.0,14,6.4297194480896,196,"(11.5, 17.25]"
1,1,17,30,12.0,11.0,538123,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,1,481,0,49.0,121.0,4.0,1.0,7,6.175867080688477,49,"(5.75, 11.5]"
1,1,16,33,8.0,8.0,358351,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,1058,0,41.0,,6.0,1.0,11,6.964135646820068,121,"(5.75, 11.5]"
1,1,12,26,8.0,12.0,370732,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,545,0,33.0,112.0,1.0,1.0,8,6.300786018371582,64,"(5.75, 11.5]"
1,1,14,26,12.0,12.0,370732,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,786,0,38.0,113.0,6.0,1.0,6,6.666956901550293,36,"(5.75, 11.5]"
1,1,18,25,12.0,12.0,360396,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,485,0,38.0,125.0,6.0,1.0,1,6.184148788452148,1,"(-0.023, 5.75]"
1,1,14,34,11.0,11.0,358351,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,722,1,45.0,121.0,1.0,1.0,14,6.582025051116943,196,"(11.5, 17.25]"
1,1,15,28,12.0,12.0,370732,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,695,0,47.0,128.0,1.0,1.0,7,6.543911933898926,49,"(5.75, 11.5]"
1,1,15,34,12.0,12.0,358351,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,549,0,41.0,,4.0,1.0,13,6.308098316192627,169,"(11.5, 17.25]"
1,1,15,32,15.0,12.0,358351,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,793,0,36.0,103.0,1.0,1.0,11,6.675823211669922,121,"(5.75, 11.5]"
1,1,16,33,18.0,16.0,398168,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,1,1923,0,48.0,99.0,1.0,1.0,11,7.561641693115234,121,"(5.75, 11.5]"
1,1,15,33,12.0,12.0,358351,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,793,0,40.0,101.0,1.0,1.0,12,6.675823211669922,144,"(11.5, 17.25]"
0,1,15,28,,,370732,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,900,0,34.0,117.0,5.0,1.0,7,6.802394866943359,49,"(5.75, 11.5]"
0,1,14,32,8.0,8.0,358351,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,654,0,41.0,109.0,1.0,1.0,12,6.483107566833496,144,"(11.5, 17.25]"
0,1,12,27,12.0,12.0,370732,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,513,0,46.0,73.0,6.0,1.0,9,6.240275859832764,81,"(5.75, 11.5]"
0,1,14,29,,12.0,538123,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,384,1,38.0,88.0,4.0,1.0,9,5.9506425857543945,81,"(5.75, 11.5]"
0,1,16,27,16.0,16.0,370732,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,500,0,27.0,116.0,1.0,1.0,5,6.214608192443848,25,"(-0.023, 5.75]"
0,1,15,25,12.0,11.0,360396,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,601,1,40.0,137.0,6.0,1.0,4,6.398594856262207,16,"(-0.023, 5.75]"
0,1,12,27,12.0,12.0,370732,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,438,0,40.0,105.0,1.0,1.0,9,6.082219123840332,81,"(5.75, 11.5]"
0,1,12,25,12.0,12.0,360396,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,500,0,42.0,98.0,6.0,1.0,7,6.214608192443848,49,"(5.75, 11.5]"
0,1,18,33,,18.0,346581,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,1264,0,47.0,122.0,1.0,1.0,9,7.142036437988281,81,"(5.75, 11.5]"
0,1,14,26,12.0,14.0,358554,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,1,747,0,43.0,104.0,1.0,1.0,6,6.61606502532959,36,"(5.75, 11.5]"
0,1,14,27,12.0,12.0,358554,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,513,0,29.0,78.0,1.0,1.0,7,6.240275859832764,49,"(5.75, 11.5]"
0,1,12,33,,,346581,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,1,1,700,0,43.0,104.0,1.0,,15,6.551080226898193,225,"(11.5, 17.25]"
0,1,16,29,14.0,12.0,468402,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,672,0,38.0,93.0,1.0,1.0,7,6.510258197784424,49,"(5.75, 11.5]"
0,1,17,30,,,468402,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,983,1,39.0,87.0,6.0,1.0,7,6.890609264373779,49,"(5.75, 11.5]"
0,1,13,29,12.0,12.0,538123,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,220,1,35.0,101.0,1.0,1.0,10,5.393627643585205,100,"(5.75, 11.5]"
0,1,18,33,12.0,12.0,358351,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,1202,0,39.0,134.0,1.0,1.0,9,7.091742038726807,81,"(5.75, 11.5]"
0,1,12,30,12.0,12.0,484311,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,667,0,39.0,85.0,1.0,1.0,12,6.502789974212647,144,"(11.5, 17.25]"
0,1,14,28,,,117131,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,1,838,0,41.0,,1.0,1.0,8,6.73101806640625,64,"(5.75, 11.5]"
0,1,15,25,12.0,12.0,360396,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,444,1,36.0,104.0,1.0,1.0,4,6.095824718475342,16,"(-0.023, 5.75]"
0,1,12,25,10.0,12.0,360396,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,543,0,25.0,104.0,6.0,1.0,7,6.297109127044678,49,"(5.75, 11.5]"
0,1,14,30,12.0,12.0,484311,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,1,505,0,41.0,,1.0,1.0,10,6.224558353424072,100,"(5.75, 11.5]"
0,1,12,31,,,484311,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,797,0,37.0,107.0,1.0,1.0,13,6.680854797363281,169,"(11.5, 17.25]"
0,1,9,24,10.0,8.0,360396,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,357,0,18.0,,1.0,1.0,9,5.877735614776611,81,"(5.75, 11.5]"
0,1,12,27,12.0,8.0,370732,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,500,0,30.0,93.0,1.0,1.0,9,6.214608192443848,81,"(5.75, 11.5]"
0,1,12,34,,8.0,358351,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,962,0,47.0,,1.0,1.0,16,6.869014263153076,256,"(11.5, 17.25]"
0,1,11,28,6.0,5.0,370732,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,350,0,31.0,94.0,6.0,1.0,11,5.857933044433594,121,"(5.75, 11.5]"
0,1,15,24,6.0,5.0,360396,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,313,0,35.0,,6.0,1.0,3,5.746203422546387,9,"(-0.023, 5.75]"
0,1,16,24,17.0,13.0,360396,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,1,117,1,34.0,,1.0,1.0,2,4.762174129486084,4,"(-0.023, 5.75]"
0,1,12,33,10.0,8.0,358351,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,726,0,48.0,109.0,1.0,1.0,15,6.587550163269043,225,"(11.5, 17.25]"
0,1,13,33,,11.0,141996,1,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,1,536,0,31.0,119.0,1.0,0.0,14,6.284134387969971,196,"(11.5, 17.25]"
0,1,13,26,12.0,12.0,99110,1,0,0,0,0,1,0,0,0,0,0,0,0,1,1,1,1,532,0,29.0,98.0,1.0,1.0,7,6.2766432762146,49,"(5.75, 11.5]"
0,1,17,28,,,99110,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,1,1,428,1,32.0,103.0,1.0,1.0,5,6.0591230392456055,25,"(-0.023, 5.75]"
0,1,16,34,15.0,13.0,398168,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,1094,0,50.0,,1.0,1.0,12,6.99759578704834,144,"(11.5, 17.25]"
0,1,12,33,,9.0,358351,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,1925,0,45.0,,1.0,1.0,15,7.562681198120117,225,"(11.5, 17.25]"
0,1,18,32,10.0,12.0,398168,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,1,850,0,36.0,112.0,1.0,1.0,8,6.745236396789551,64,"(5.75, 11.5]"
0,1,12,24,11.0,11.0,360396,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,365,0,34.0,,6.0,1.0,6,5.899897575378418,36,"(5.75, 11.5]"
0,1,16,26,12.0,8.0,370732,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,474,0,29.0,104.0,6.0,1.0,4,6.16120719909668,16,"(-0.023, 5.75]"
0,1,13,26,11.0,10.0,370732,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,656,0,33.0,96.0,1.0,0.0,7,6.486160755157471,49,"(5.75, 11.5]"
